Make,AccidentArea,Sex,MaritalStatus,Age,Fault,PolicyType,VehiclePrice,FraudFound_P,Deductible,DriverRating,Days_Policy_Accident,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,delay_weeks
Honda,Urban,Male,Married,57,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,61
Pontiac,Urban,Male,Single,32,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,61
Mazda,Urban,Male,Single,29,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,62
VW,Urban,Male,Married,36,Policy Holder,Sedan - Collision,30000 to 39000,0,400,4,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,62
Toyota,Urban,Male,Single,28,Policy Holder,Sedan - Liability,30000 to 39000,0,400,4,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,60
Honda,Urban,Female,Single,32,Policy Holder,Sedan - All Perils,less than 20000,0,400,1,more than 30,1,6 years,No,No,External,1 to 2,no change,1 vehicle,61
Chevrolet,Urban,Male,Single,33,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,61
Saab,Urban,Male,Married,37,Policy Holder,Sedan - All Perils,30000 to 39000,0,400,2,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,60
Honda,Urban,Female,Single,26,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,more than 4,6 years,No,No,External,more than 5,no change,1 vehicle,1
Chevrolet,Urban,Male,Married,53,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,1,more than 7,No,No,External,1 to 2,no change,1 vehicle,60
Mercury,Rural,Male,Married,53,Third Party,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,60
Ford,Urban,Male,Married,74,Policy Holder,Sedan - All Perils,less than 20000,0,400,4,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,60
Pontiac,Urban,Male,Married,50,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,6
Mazda,Urban,Male,Single,27,Third Party,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,none,6 years,No,No,External,none,1 year,1 vehicle,60
Toyota,Urban,Male,Married,48,Third Party,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,9
Chevrolet,Urban,Female,Single,55,Third Party,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,60
Pontiac,Urban,Male,Married,48,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,60
Honda,Urban,Male,Single,16,Third Party,Sedan - Liability,more than 69000,0,400,4,more than 30,2 to 4,new,No,No,External,none,no change,1 vehicle,61
Pontiac,Urban,Male,Married,54,Third Party,Sedan - Liability,20000 to 29000,0,400,4,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,2
Chevrolet,Urban,Male,Married,36,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,60
Mazda,Urban,Male,Married,43,Policy Holder,Sedan - All Perils,30000 to 39000,1,400,2,more than 30,2 to 4,more than 7,No,No,External,none,4 to 8 years,2 vehicles,4
Mazda,Urban,Male,Married,41,Policy Holder,Sedan - Collision,30000 to 39000,0,400,4,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,1
Toyota,Urban,Male,Married,48,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,60
Chevrolet,Urban,Male,Married,26,Policy Holder,Utility - All Perils,more than 69000,1,400,2,more than 30,none,6 years,No,No,External,1 to 2,no change,1 vehicle,4
Toyota,Urban,Female,Married,43,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,61
Honda,Urban,Male,Married,39,Policy Holder,Sport - Collision,more than 69000,1,400,3,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,3
Chevrolet,Urban,Male,Married,49,Third Party,Sedan - Collision,30000 to 39000,0,400,3,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,61
Honda,Urban,Male,Married,37,Third Party,Sedan - Collision,30000 to 39000,0,400,3,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,42
Mazda,Urban,Male,Married,36,Third Party,Sedan - Collision,20000 to 29000,0,400,3,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,6
Pontiac,Urban,Female,Married,52,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,61
Pontiac,Urban,Male,Married,29,Third Party,Sedan - All Perils,less than 20000,0,400,4,more than 30,none,6 years,No,No,External,1 to 2,no change,1 vehicle,3
Mazda,Urban,Male,Married,38,Third Party,Sedan - Collision,20000 to 29000,0,400,4,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,2
Mazda,Urban,Male,Single,34,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,2
Honda,Rural,Male,Single,16,Policy Holder,Sedan - Collision,more than 69000,0,400,3,more than 30,2 to 4,new,No,No,External,none,no change,1 vehicle,3
Honda,Rural,Male,Married,41,Policy Holder,Sedan - Liability,30000 to 39000,0,400,4,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,60
Pontiac,Urban,Male,Married,41,Third Party,Sedan - All Perils,less than 20000,1,500,3,none,2 to 4,7 years,No,No,External,none,2 to 3 years,1 vehicle,5
Pontiac,Urban,Male,Married,64,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,1,more than 7,No,No,External,none,no change,3 to 4,2
Pontiac,Urban,Male,Married,27,Policy Holder,Sedan - Collision,more than 69000,1,400,4,more than 30,2 to 4,4 years,No,No,External,1 to 2,no change,1 vehicle,4
Mazda,Urban,Male,Single,25,Policy Holder,Sedan - Collision,more than 69000,0,400,4,more than 30,2 to 4,5 years,No,No,External,3 to 5,no change,1 vehicle,1
Toyota,Urban,Male,Single,21,Third Party,Sedan - Collision,20000 to 29000,0,400,2,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,61
Pontiac,Rural,Male,Married,31,Third Party,Sedan - All Perils,less than 20000,0,400,2,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,14
Pontiac,Urban,Male,Single,39,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,more than 7,No,No,External,more than 5,4 to 8 years,2 vehicles,60
Honda,Rural,Female,Married,37,Third Party,Sedan - All Perils,less than 20000,0,400,1,more than 30,none,5 years,No,No,External,3 to 5,no change,1 vehicle,61
Accura,Urban,Male,Married,41,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,more than 4,7 years,No,No,External,1 to 2,no change,1 vehicle,60
Pontiac,Urban,Male,Married,37,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,61
Mazda,Rural,Male,Married,28,Policy Holder,Sedan - Collision,30000 to 39000,0,400,1,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,60
Chevrolet,Urban,Male,Married,57,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,16
Toyota,Urban,Male,Married,61,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,15 to 30,none,more than 7,Yes,No,External,none,no change,1 vehicle,62
Mazda,Urban,Male,Married,69,Policy Holder,Sedan - Liability,20000 to 29000,0,700,4,more than 30,more than 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,60
Honda,Urban,Male,Married,67,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,1,more than 7,No,No,External,1 to 2,no change,1 vehicle,2
Chevrolet,Urban,Male,Married,52,Policy Holder,Sedan - All Perils,more than 69000,0,400,4,more than 30,1,more than 7,No,No,External,3 to 5,no change,1 vehicle,60
Toyota,Urban,Male,Single,23,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,7
Pontiac,Urban,Male,Married,38,Policy Holder,Sedan - Liability,less than 20000,0,400,4,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,60
Toyota,Urban,Male,Married,32,Third Party,Sedan - Collision,20000 to 29000,0,400,4,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,60
Honda,Urban,Male,Married,26,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,more than 4,6 years,No,No,External,more than 5,no change,1 vehicle,60
Toyota,Urban,Male,Married,57,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,60
Pontiac,Urban,Male,Married,29,Policy Holder,Sedan - Liability,more than 69000,0,400,2,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,60
Saab,Urban,Male,Married,26,Third Party,Sedan - Collision,30000 to 39000,0,400,2,15 to 30,none,7 years,No,No,External,none,no change,more than 8,61
VW,Urban,Female,Single,30,Policy Holder,Sedan - Collision,more than 69000,0,400,1,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,62
Pontiac,Rural,Male,Married,41,Policy Holder,Sedan - Collision,20000 to 29000,1,400,2,more than 30,1,7 years,No,No,External,3 to 5,no change,1 vehicle,2
Pontiac,Urban,Male,Married,65,Policy Holder,Sedan - Liability,more than 69000,0,400,4,more than 30,more than 4,7 years,No,No,External,3 to 5,no change,1 vehicle,60
Pontiac,Urban,Male,Married,33,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,62
Mazda,Urban,Male,Married,44,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,2 to 4,6 years,No,No,External,none,4 to 8 years,2 vehicles,60
Chevrolet,Urban,Male,Married,26,Policy Holder,Sedan - Collision,20000 to 29000,1,400,2,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,2
VW,Urban,Male,Married,32,Third Party,Sedan - Collision,more than 69000,0,400,2,more than 30,none,6 years,No,No,External,1 to 2,no change,1 vehicle,1
Mercury,Urban,Male,Married,29,Policy Holder,Sedan - All Perils,less than 20000,0,400,3,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,60
Chevrolet,Urban,Male,Married,26,Policy Holder,Sedan - All Perils,20000 to 29000,1,400,4,more than 30,none,6 years,No,No,External,3 to 5,no change,1 vehicle,3
Pontiac,Rural,Female,Single,37,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,2 to 4,7 years,No,Yes,External,more than 5,no change,1 vehicle,60
Pontiac,Urban,Male,Married,33,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,1,6 years,No,No,External,3 to 5,no change,1 vehicle,60
Pontiac,Urban,Male,Married,54,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,61
Mazda,Urban,Male,Single,26,Policy Holder,Sedan - Liability,30000 to 39000,0,400,4,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,60
Chevrolet,Urban,Male,Single,32,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,60
Mazda,Urban,Female,Single,25,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,2 to 4,4 years,No,No,External,1 to 2,under 6 months,1 vehicle,60
Mazda,Urban,Female,Single,23,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,more than 4,5 years,No,No,External,1 to 2,no change,1 vehicle,25
Honda,Urban,Male,Single,17,Policy Holder,Sedan - Collision,more than 69000,0,400,1,more than 30,none,new,No,No,External,none,no change,1 vehicle,34
Pontiac,Urban,Male,Single,31,Third Party,Sedan - Collision,less than 20000,0,400,1,more than 30,1,6 years,No,No,External,3 to 5,no change,1 vehicle,6
Honda,Urban,Male,Single,16,Third Party,Sedan - Collision,more than 69000,0,400,4,more than 30,none,new,No,No,External,none,no change,1 vehicle,2
Ford,Urban,Male,Married,42,Policy Holder,Sedan - All Perils,less than 20000,0,400,4,more than 30,1,7 years,No,No,External,3 to 5,no change,3 to 4,62
Accura,Rural,Male,Married,42,Policy Holder,Sedan - Liability,30000 to 39000,0,400,2,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,60
Toyota,Urban,Male,Single,32,Policy Holder,Sedan - Collision,20000 to 29000,0,700,2,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,60
Accura,Urban,Male,Married,51,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,60
Honda,Urban,Male,Single,19,Third Party,Sport - Collision,more than 69000,0,400,4,more than 30,2 to 4,3 years,No,No,External,none,no change,1 vehicle,60
Pontiac,Urban,Male,Married,26,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,61
Pontiac,Urban,Male,Single,29,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,1,5 years,No,No,External,none,4 to 8 years,2 vehicles,61
Pontiac,Urban,Male,Married,29,Policy Holder,Sedan - Liability,30000 to 39000,0,400,2,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,60
Mazda,Urban,Male,Married,29,Third Party,Sport - Collision,more than 69000,0,400,2,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1
Pontiac,Urban,Male,Single,44,Policy Holder,Sedan - Liability,20000 to 29000,0,500,2,more than 30,1,more than 7,No,No,External,more than 5,2 to 3 years,1 vehicle,1
VW,Urban,Male,Married,49,Policy Holder,Sedan - Collision,more than 69000,0,400,3,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,1
Toyota,Urban,Female,Married,47,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1
Mazda,Urban,Male,Married,50,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,60
Pontiac,Urban,Male,Married,50,Policy Holder,Sedan - Liability,30000 to 39000,0,400,2,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,60
Pontiac,Urban,Male,Married,44,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,60
Accura,Urban,Male,Married,42,Third Party,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,60
Pontiac,Urban,Male,Married,49,Policy Holder,Sedan - Collision,30000 to 39000,0,400,1,more than 30,1,more than 7,No,No,External,1 to 2,no change,1 vehicle,60
Toyota,Urban,Male,Married,34,Third Party,Sedan - Collision,20000 to 29000,0,400,4,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,60
Pontiac,Urban,Female,Married,51,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,31
VW,Urban,Male,Married,26,Third Party,Sedan - Collision,more than 69000,0,400,2,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,2
Pontiac,Urban,Male,Married,39,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,61
Chevrolet,Urban,Female,Married,30,Third Party,Sedan - All Perils,more than 69000,0,400,2,more than 30,1,6 years,No,No,External,3 to 5,no change,1 vehicle,60
Honda,Urban,Male,Single,16,Policy Holder,Sedan - All Perils,more than 69000,0,400,3,more than 30,1,new,No,No,External,none,no change,1 vehicle,61
Honda,Urban,Male,Married,47,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,1,more than 7,No,No,External,3 to 5,no change,1 vehicle,61
Chevrolet,Urban,Female,Married,33,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,2 to 4,3 years,No,No,External,3 to 5,no change,1 vehicle,60
Pontiac,Urban,Male,Single,31,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,none,6 years,No,No,External,more than 5,no change,1 vehicle,60
Toyota,Rural,Male,Married,50,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,60
Chevrolet,Urban,Male,Married,78,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,1,more than 7,No,No,External,more than 5,1 year,2 vehicles,61
Honda,Urban,Male,Married,41,Policy Holder,Sedan - Liability,30000 to 39000,0,400,3,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,61
Honda,Urban,Male,Single,39,Policy Holder,Sport - Collision,more than 69000,0,400,4,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,62
Toyota,Urban,Male,Married,33,Policy Holder,Sedan - All Perils,less than 20000,0,400,2,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,61
Honda,Urban,Male,Single,16,Policy Holder,Sedan - Liability,more than 69000,0,400,2,more than 30,2 to 4,new,No,No,External,none,no change,1 vehicle,61
Pontiac,Urban,Female,Married,48,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,62
Honda,Urban,Male,Single,17,Policy Holder,Sedan - Liability,more than 69000,0,400,4,more than 30,1,new,No,No,External,none,no change,1 vehicle,3
Honda,Urban,Male,Single,16,Policy Holder,Sedan - All Perils,more than 69000,0,400,4,more than 30,none,new,No,No,External,none,no change,1 vehicle,9
Pontiac,Urban,Male,Married,30,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,more than 4,7 years,No,No,External,1 to 2,no change,1 vehicle,5
Honda,Urban,Male,Single,16,Policy Holder,Sedan - All Perils,more than 69000,0,400,2,more than 30,none,new,No,No,External,none,no change,1 vehicle,49
Pontiac,Urban,Male,Married,38,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,3
Toyota,Urban,Male,Married,28,Policy Holder,Sedan - All Perils,less than 20000,0,400,3,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,2
Honda,Urban,Male,Married,33,Policy Holder,Sedan - All Perils,less than 20000,0,400,4,more than 30,none,6 years,No,No,External,1 to 2,no change,1 vehicle,1
